### obs_id,timestart,timeend,valor,timeupdate
157384,11/15/05 12:00,11/15/05 12:00,3.71,25:57.1
157396,11/16/05 12:00,11/16/05 12:00,3.73,25:57.1
157408,11/17/05 12:00,11/17/05 12:00,3.73,25:57.1
157419,11/18/05 12:00,11/18/05 12:00,3.74,25:57.1
157431,11/19/05 12:00,11/19/05 12:00,3.72,25:57.1
157443,11/20/05 12:00,11/20/05 12:00,3.7,25:57.1
157455,11/21/05 12:00,11/21/05 12:00,3.67,25:57.1
157467,11/22/05 12:00,11/22/05 12:00,3.61,25:57.1
157479,11/23/05 12:00,11/23/05 12:00,3.56,25:57.1
157497,11/24/05 12:00,11/24/05 12:00,3.58,25:57.1
157509,11/25/05 12:00,11/25/05 12:00,3.49,25:57.1
157521,11/26/05 12:00,11/26/05 12:00,3.43,25:57.1
157533,11/27/05 12:00,11/27/05 12:00,3.33,25:57.1
157545,11/28/05 12:00,11/28/05 12:00,3.25,25:57.1
157556,11/29/05 12:00,11/29/05 12:00,3.15,25:57.1
157567,11/30/05 12:00,11/30/05 12:00,3.08,25:57.1
157206,12/1/05 12:00,12/1/05 12:00,3.01,25:57.1
157218,12/2/05 12:00,12/2/05 12:00,2.94,25:57.1
157230,12/3/05 12:00,12/3/05 12:00,2.87,25:57.1
157242,12/4/05 12:00,12/4/05 12:00,2.79,25:57.1
157260,12/5/05 12:00,12/5/05 12:00,2.76,25:57.1
157272,12/6/05 12:00,12/6/05 12:00,2.78,25:57.1
157284,12/7/05 12:00,12/7/05 12:00,2.75,25:57.1
157296,12/8/05 12:00,12/8/05 12:00,2.75,25:57.1
157307,12/9/05 12:00,12/9/05 12:00,2.75,25:57.1
157319,12/10/05 12:00,12/10/05 12:00,2.73,25:57.1
157331,12/11/05 12:00,12/11/05 12:00,2.68,25:57.1
157343,12/12/05 12:00,12/12/05 12:00,2.68,25:57.1
157355,12/13/05 12:00,12/13/05 12:00,2.68,25:57.1
157367,12/14/05 12:00,12/14/05 12:00,2.68,25:57.1
